-- 1 wood
0,0,0,6,6,6,0,0,0,0,6,6,6,0,0,0,
0,0,0,6,6,6,0,0,0,0,6,6,6,0,0,0,
0,0,0,6,6,6,0,0,0,0,6,6,6,0,0,0,
0,0,0,6,6,6,0,0,0,0,6,6,6,0,0,0,
0,0,0,6,6,6,0,0,0,0,6,6,6,0,0,0,
0,0,0,6,6,6,0,0,0,0,6,6,6,0,0,0,
0,0,0,6,6,6,0,0,0,0,6,6,6,0,0,0,
0,0,0,6,6,6,0,0,0,0,6,6,6,0,0,0,
0,0,0,6,6,6,0,0,0,0,6,6,6,0,0,0,
0,0,0,6,6,6,0,0,0,0,6,6,6,0,0,0,
0,0,0,6,6,6,0,0,0,0,6,6,6,0,0,0,
0,0,0,6,6,6,0,0,0,0,6,6,6,0,0,0,
0,0,0,6,6,6,0,0,0,0,6,6,6,0,0,0,
0,0,0,6,6,6,0,0,0,0,6,6,6,0,0,0,
0,0,0,6,6,6,0,0,0,0,6,6,6,0,0,0,
0,0,0,6,6,6,0,0,0,0,6,6,6,0,0,0

-- 2 bubble
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
7,7,7,7,7,0,0,0,0,0,0,7,7,7,7,7,
7,7,7,7,0,3,3,3,3,3,3,0,7,7,7,7,
7,7,7,1,3,3,3,3,3,3,3,7,0,7,7,7,
7,7,0,3,3,3,3,3,3,3,3,3,3,0,7,7,
7,7,0,3,3,3,3,3,3,3,3,3,7,0,4,7,
7,0,3,3,3,3,3,3,3,3,3,3,3,3,0,7,
7,2,3,3,3,3,3,3,3,3,3,3,3,3,2,7,
7,0,3,3,3,3,3,3,3,3,3,3,3,3,0,7,
7,7,0,3,3,3,3,3,3,3,3,3,3,3,7,7,
7,7,0,1,3,3,3,7,3,3,7,7,3,0,7,7,
7,7,7,0,1,3,3,7,3,3,3,1,0,7,7,7,
7,7,7,7,7,0,0,0,0,0,0,0,7,7,7,7,
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7

-- 3 explo
3,3,3,7,7,7,3,3,3,7,7,7,7,3,3,3,
3,3,3,3,7,7,3,3,3,7,7,7,3,3,3,3,
3,3,3,3,7,7,7,3,3,7,7,7,3,3,3,3,
3,3,3,7,7,7,7,3,3,7,7,7,7,3,3,7,
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
7,3,7,7,7,7,3,3,3,7,7,7,3,3,3,3,
3,3,3,7,3,7,3,3,3,7,7,3,3,3,3,3,
3,3,3,7,3,7,7,3,7,7,7,7,3,3,3,7,
7,7,5,7,7,7,7,5,5,3,7,7,5,7,7,7,
3,3,3,7,7,7,3,3,3,7,7,3,3,3,3,3,
3,3,3,3,3,7,3,3,3,3,7,3,3,3,3,3,
3,3,3,3,7,7,3,3,3,3,7,7,3,3,3,7,
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
7,3,3,3,7,7,3,3,3,3,7,7,3,3,3,7,
3,3,3,3,7,3,3,3,3,3,7,7,3,3,3,3,
3,3,3,7,7,7,3,3,3,7,7,7,3,3,3,3


-- 4 stone
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
7,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,
7,7,7,7,0,0,0,0,0,0,7,7,7,7,7,7,
7,7,7,0,0,0,7,7,7,0,7,7,7,7,7,7,
7,7,7,0,0,0,0,7,7,0,0,0,7,7,7,7,
7,7,0,0,0,0,7,7,7,0,0,0,7,7,7,7,
7,7,7,0,0,7,7,0,7,7,0,0,7,7,7,7,
7,7,7,0,7,7,7,0,7,7,0,0,0,7,7,7,
7,7,7,0,0,0,7,7,7,7,0,0,7,7,7,7,
7,7,7,7,0,0,0,0,0,0,0,7,7,7,7,7,
7,7,7,7,0,0,0,0,0,0,7,7,7,7,7,7,
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7

-- 5 grass
7,7,7,7,7,7,7,3,7,7,7,7,7,3,7,7,
7,7,7,7,7,7,7,3,3,7,7,7,7,2,7,7,
7,3,7,7,7,7,7,3,7,7,7,7,7,2,7,7,
7,2,3,7,7,7,3,3,7,3,7,7,7,3,3,7,
7,2,3,7,7,7,2,2,7,7,7,7,3,7,2,7,
3,2,2,7,7,3,2,2,3,7,3,7,2,3,3,7,
3,2,2,3,7,2,2,2,2,3,3,3,2,3,7,7,
3,2,2,2,3,2,2,2,2,2,3,2,2,2,2,3,
3,2,2,2,3,2,2,2,2,2,3,2,2,2,2,3,
3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,
2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,3,3,3,3,2,3,3,2,2,2,2,3,2,
3,2,3,3,3,7,7,7,7,3,3,2,3,2,3,2

-- 6 tree
7,7,7,7,7,7,7,2,7,7,7,7,7,7,7,7,
7,7,7,7,7,7,7,3,3,7,7,7,7,7,7,7,
7,7,7,7,7,7,3,7,7,2,7,7,7,7,7,7,
7,7,7,7,7,3,3,7,7,3,7,7,7,7,7,7,
7,7,7,7,2,3,7,7,7,7,2,7,7,7,7,7,
7,7,7,7,3,3,7,3,7,7,3,7,7,7,7,7,
7,7,7,2,7,7,3,2,3,3,7,2,7,7,7,7,
7,7,3,3,7,7,7,6,6,7,7,3,2,7,7,7,
7,7,3,3,3,3,3,3,3,7,2,3,7,2,7,7,
7,3,3,7,7,7,7,6,6,6,7,7,7,7,2,7,
2,3,7,3,7,7,3,6,6,7,3,7,7,7,3,2,
7,7,7,7,7,7,6,7,3,7,2,7,7,2,2,2,
7,7,7,7,7,7,6,4,6,6,7,7,7,7,7,7,
7,7,7,7,7,7,6,4,6,6,7,7,7,7,7,7,
7,7,7,7,7,4,6,7,7,6,7,7,7,7,7,7,
7,7,7,7,7,6,6,7,7,6,6,7,7,7,7,7

-- 7 mushroom
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
7,7,7,7,7,7,7,4,4,7,4,7,7,7,7,7,
7,7,7,7,7,7,4,7,7,6,7,7,7,7,7,7,
7,7,7,7,4,4,7,5,5,7,5,7,5,7,7,7,
7,7,7,4,7,7,7,5,5,5,5,7,7,4,7,7,
7,7,4,7,5,7,5,4,5,5,7,6,5,7,4,7,
7,7,4,5,5,7,7,7,5,4,5,7,5,7,4,7,
7,7,7,4,4,4,4,4,4,4,7,7,7,7,7,7,
7,7,7,7,7,7,7,6,6,6,7,7,7,7,7,7,
7,7,7,7,7,7,2,6,6,6,6,7,7,7,7,7,
7,7,7,7,7,7,6,6,6,6,6,7,7,7,7,7,
7,7,7,7,7,7,6,6,6,6,6,7,7,7,7,7,
7,7,7,7,7,7,2,6,6,6,6,7,7,7,7,7,
7,7,7,7,7,7,7,6,6,6,2,7,7,7,7,7,
7,7,7,7,7,7,7,2,2,2,7,7,7,7,7,7
